O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.03,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.86,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.85,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.02,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1113.00,"Social Work Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.03,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.14,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,5.73,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.99,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.12,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,2.61,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.18,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.62,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.82,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.95,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,3.13,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.58,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1122.00,"Communications Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.28,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.78,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,4.19,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.43,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.49,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1123.00,"English Language and Literature Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.11,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.52,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,4.06,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.52,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.53,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.81,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.41,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.95,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.95,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.60,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.45,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1125.00,"History Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.46,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,5.14,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.76,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.77,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.48,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,2.93,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.85,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.48,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.79,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.37,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.19,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.69,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.36,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.55,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.67,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.a,Realistic,OI,Occupational Interests,3.75,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.b,Investigative,OI,Occupational Interests,4.15,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.c,Artistic,OI,Occupational Interests,3.15,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.d,Social,OI,Occupational Interests,6.61,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.e,Enterprising,OI,Occupational Interests,2.11,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.f,Conventional,OI,Occupational Interests,3.29,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
25-1194.00,"Career/Technical Education Teachers, Postsecondary",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.a,Realistic,OI,Occupational Interests,2.94,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.b,Investigative,OI,Occupational Interests,2.76,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.c,Artistic,OI,Occupational Interests,3.98,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.e,Enterprising,OI,Occupational Interests,2.49,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.f,Conventional,OI,Occupational Interests,3.61,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
25-2011.00,"Preschool Teachers, Except Special Education",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.a,Realistic,OI,Occupational Interests,2.68,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.b,Investigative,OI,Occupational Interests,3.11,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.c,Artistic,OI,Occupational Interests,3.99,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.e,Enterprising,OI,Occupational Interests,2.48,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.f,Conventional,OI,Occupational Interests,3.80,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,3.00,02/2026,Machine Learning/Expert
25-2012.00,"Kindergarten Teachers, Except Special Education",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.a,Realistic,OI,Occupational Interests,2.64,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.b,Investigative,OI,Occupational Interests,3.35,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.c,Artistic,OI,Occupational Interests,3.87,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.e,Enterprising,OI,Occupational Interests,2.57,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.f,Conventional,OI,Occupational Interests,3.78,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
25-2021.00,"Elementary School Teachers, Except Special Education",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
