O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
13-2071.00,Credit Counselors,18943,"Prioritize client debt repayment to avoid dire consequences, such as bankruptcy or foreclosure or to reduce overall costs, such as by paying high-interest or short-term loans first.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18944,"Recommend educational materials or resources to clients on matters, such as financial planning, budgeting, or credit.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18947,"Review changes to financial, family, or employment situations to determine whether changes to existing debt management plans, spending plans, or budgets are needed.",Core,20,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18942,Prepare written documents to establish contracts with or communicate financial recommendations to clients.,Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18938,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18955,"Teach courses or seminars on topics, such as budgeting, management of personal finances, or financial literacy.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18948,"Advise clients on housing matters, such as housing rental, homeownership, mortgage delinquency, or foreclosure prevention.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18946,Refer clients to social service or community resources for needs beyond those of credit or debt counseling.,Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18953,"Explain loan information to clients, such as available loan types, eligibility requirements, or loan restrictions.",Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18950,Create action plans to assist clients in obtaining permanent housing via rent or mortgage programs.,Core,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18941,"Negotiate with creditors on behalf of clients to arrange for payment adjustments, interest rate reductions, time extensions, or payment plans.",Supplemental,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18949,Conduct research to help clients avoid repossessions or foreclosures or remove levies or wage garnishments.,Supplemental,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18951,Disburse funds from client accounts to creditors.,Supplemental,21,08/2026,Occupational Expert
13-2071.00,Credit Counselors,18954,"Investigate missing checks, payment histories, held funds, returned checks, or other related issues to resolve client or creditor problems.",Supplemental,21,08/2026,Occupational Expert
13-2072.00,Loan Officers,3408,Meet with applicants to obtain information for loan applications and to answer questions about the process.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3409,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",Core,62,08/2020,Incumbent
13-2072.00,Loan Officers,3407,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3410,"Explain to customers the different types of loans and credit options that are available, as well as the terms of those services.",Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3416,Submit applications to credit analysts for verification and recommendation.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3413,Review loan agreements to ensure that they are complete and accurate according to policy.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3412,Review and update credit and loan files.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3411,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3418,Work with clients to identify their financial goals and to find ways of reaching those goals.,Core,62,08/2020,Incumbent
13-2072.00,Loan Officers,3417,Handle customer complaints and take appropriate action to resolve them.,Core,62,08/2020,Incumbent
13-2072.00,Loan Officers,3415,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3421,"Market bank products to individuals and firms, promoting bank services that may meet customers' needs.",Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3425,Analyze potential loan markets and develop referral networks to locate prospects for loans.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3414,Compute payment schedules.,Core,63,08/2020,Incumbent
13-2072.00,Loan Officers,3422,Supervise loan personnel.,Supplemental,62,08/2020,Incumbent
13-2072.00,Loan Officers,3426,"Prepare reports to send to customers whose accounts are delinquent, and forward irreconcilable accounts for collector action.",Supplemental,63,08/2020,Incumbent
13-2072.00,Loan Officers,3423,"Set credit policies, credit lines, procedures and standards in conjunction with senior managers.",Supplemental,62,08/2020,Incumbent
13-2072.00,Loan Officers,21635,Assist in selection of financial award candidates using electronic databases to certify loan eligibility.,,,11/2020,Analyst
13-2072.00,Loan Officers,21636,Authorize or sign mail collection letters.,,,11/2020,Analyst
13-2072.00,Loan Officers,21637,Calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,,,11/2020,Analyst
13-2072.00,Loan Officers,21638,Confer with underwriters to resolve mortgage application problems.,,,11/2020,Analyst
13-2072.00,Loan Officers,21639,Contact applicants or creditors to resolve questions about applications or to assist with completion of paperwork.,,,11/2020,Analyst
13-2072.00,Loan Officers,21640,Contact borrowers with delinquent accounts to obtain payment in full or to negotiate repayment plans.,,,11/2020,Analyst
13-2072.00,Loan Officers,21641,"Counsel clients on personal and family financial problems, such as excessive spending or borrowing of funds.",,,11/2020,Analyst
13-2072.00,Loan Officers,21642,Establish payment priorities according to credit terms and interest rates to reduce clients' overall costs.,,,11/2020,Analyst
13-2072.00,Loan Officers,21643,Inform individuals and groups about the financial assistance available to college or university students.,,,11/2020,Analyst
13-2072.00,Loan Officers,21644,"Maintain and review account records, updating and recategorizing them according to status changes.",,,11/2020,Analyst
13-2072.00,Loan Officers,21645,Match individuals' needs and eligibility with available financial aid programs to provide informed recommendations.,,,11/2020,Analyst
13-2072.00,Loan Officers,21646,Review accounts to determine write-offs for collection agencies.,,,11/2020,Analyst
13-2072.00,Loan Officers,21647,Review billing for accuracy.,,,11/2020,Analyst
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5293,Send notices to taxpayers when accounts are delinquent.,Core,59,08/2022,Incumbent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5291,"Confer with taxpayers or their representatives to discuss the issues, laws, and regulations involved in returns, and to resolve problems with returns.",Core,60,08/2022,Incumbent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5294,"Notify taxpayers of any overpayment or underpayment, and either issue a refund or request further payment.",Core,58,08/2022,Incumbent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5290,"Maintain records for each case, including contacts, telephone numbers, and actions taken.",Core,59,08/2022,Incumbent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",5292,Contact taxpayers by mail or telephone to address discrepancies and to request supporting documentation.,Core,61,08/2022,Incumbent
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",20016,Answer questions from taxpayers and assist them in completing tax forms.,Core,60,08/2022,Incumbent
